playdate,number,day,vteam,vleague,v_number,hteam,hleague,h_number,vscore,hscore,len_game,daynight,cinfo,finfo,pinfo,park_id,attendance,len_min,v_line_score,h_line_score,v_at_bats,v_hits,v_doubles,v_triples,v_hruns,v_rbi,v_sh,v_sf,v_hit_pitch,v_walks,v_in_walks,v_strkouts,v_stlbase,v_cau_stl,v_grd_dbl,v_af_ci,v_lft_base,v_ptc_used,v_in_er_rn,v_er_rns,v_wld_ptc,v_balks,v_putouts,v_assists,v_errors,v_pballs,v_dplays,v_tplays,h_bats,h_hits,h_doubles,h_triples,h_hruns,h_rbi,h_sac_hts,h_sac_fly,h_hit_pch,h_walks,h_in_walks,h_strkout,h_stl_bs,h_cug_stl,h_dbl_play,h_af_ci,h_lft_base,h_pch_used,h_in_runs,h_er_runs,h_wld_pitch,h_balks,h_putouts,h_assists,h_errors,h_pballs,h_dplays,h_tplays,hp_ump_id,hp_name,1b_ump_id,1b_ump_name,2b_ump_id,2b_ump_name,3b_ump_id,3b_ump_name,lf_ump_id,lf_ump_name,rf_ump_id,rf_ump_name,v_mid,v_mname,h_mid,h_mname,w_pch_id,w_pch_name,l_pch_id,l_pch_name,s_pch_id,s_pch_name,g_rbi_bt_id,g_rbi_bt_name,v_st_pch_id,v_st_pch_name,h_st_pch_id,h_st_pch_name,v_st_pl1_id,v_st_pl1_name,v_pl1_def_pos,v_st_pl2_id,v_st_pl2_name,v_pl2_def_pos,v_st_pl3_id,v_st_pl3_name,v_pl3_def_pos,v_st_pl4_id,v_st_pl4_name,v_pl4_def_pos,v_st_pl5_id,v_st_pl5_name,v_pl5_def_pos,v_st_pl6_id,v_st_pl6_name,v_pl6_def_pos,v_st_pl7_id,v_st_pl7_name,v_pl7_def_pos,v_st_pl8_id,v_st_pl8_name,v_pl8_def_pos,v_st_pl9_id,v_st_pl9_name,v_pl9_def_pos,h_st_pl1_id,h_st_pl1_name,h_pl1_def_pos,h_st_pl2_id,h_st_pl2_name,h_pl2_def_pos,h_st_pl3_id,h_st_pl3_name,h_pl3_def_pos,h_st_pl4_id,h_st_pl4_name,h_pl4_def_pos,h_st_pl5_id,h_st_pl5_name,h_pl5_def_pos,h_st_pl6_id,h_st_pl6_name,h_pl6_def_pos,h_st_pl7_id,h_st_pl7_name,h_pl7_def_pos,h_st_pl8_id,h_st_pl8_name,h_pl8_def_pos,h_st_pl9_id,h_st_pl9_name,h_pl9_def_pos,HTBF,ACQ
19010427,0,Sat,CLE,AL,3,CHA,AL,3,10,4,54,D,,,,CHI09,7500,105,4300030,20020000,40,10,1,0,0,9,0,-1,0,4,-1,2,0,-1,-1,0,7,1,4,0,1,0,27,8,2,0,0,0,38,10,1,0,0,4,0,-1,0,3,-1,-1,3,-1,-1,0,10,1,2,0,0,0,27,16,4,1,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,grifc101,Clark Griffith,hartb106,Bill Hart,katoj101,Jack Katoll,,(none),,(none),hartb106,Bill Hart,katoj101,Jack Katoll,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,hallb101,Bill Hallman,6,woodb101,Bob Wood,2,hartb106,Bill Hart,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,7,shugf101,Frank Shugart,6,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,braid101,Dave Brain,4,sullb102,Billy Sullivan,2,katoj101,Jack Katoll,1,,D
19010427,0,Sat,MLA,AL,3,DET,AL,3,9,13,51,D,,,,DET02,8922,120,30501000,01330015x,42,12,4,0,0,8,0,-1,1,2,-1,-1,2,-1,-1,0,8,2,13,0,0,0,24,17,3,1,1,0,35,15,4,0,0,10,1,-1,2,5,-1,2,6,-1,-1,0,6,1,2,0,0,0,27,14,5,0,0,0,sherj901,Jack Sheridan,manna901,Al Mannassau,,(none),,(none),,(none),,(none),duffh101,Hugh Duffy,stalg101,George Stallings,yeagj101,Joe Yeager,reidb101,Bill Reidy,,(none),,(none),hustb101,Bert Husting,yeagj101,Joe Yeager,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,connj104,Joe Connor,2,hustb101,Bert Husting,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,yeagj101,Joe Yeager,1,,D
19010427,0,Sat,WS1,AL,2,PHA,AL,2,11,5,54,D,,,,PHI10,7482,125,31121021,300020,46,19,3,2,1,8,1,-1,0,0,-1,4,0,-1,-1,0,9,1,3,0,0,0,27,18,2,0,1,0,35,11,0,0,0,5,1,-1,0,3,-1,1,0,-1,-1,0,7,1,7,0,0,0,27,17,4,0,0,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,mackc101,Connie Mack,mercw101,Win Mercer,piatw101,Wiley Piatt,,(none),,(none),mercw101,Win Mercer,piatw101,Wiley Piatt,farrj103,John Farrell,8,everb101,Bill Everitt,3,obrij103,Jack O'Brien,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,clarb103,Boileryard Clarke,2,mercw101,Win Mercer,1,haydj101,Jack Hayden,9,geiep101,Phil Geier,8,fultd101,Dave Fultz,6,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,7,crosl101,Lave Cross,5,carrc106,Charlie Carr,3,powem102,Doc Powers,2,piatw101,Wiley Piatt,1,,D
19010427,0,Sat,BSN,NL,4,BRO,NL,5,3,6,51,D,,,,NYC12,6500,116,3000000,40002000x,32,8,2,0,0,3,0,-1,1,7,-1,4,2,-1,-1,0,10,1,6,0,0,0,24,17,6,0,1,0,34,10,1,0,0,6,0,-1,0,2,-1,1,3,-1,-1,0,6,1,3,0,1,0,27,6,1,1,2,0,colgh901,Harry Colgan,,(none),,(none),,(none),,(none),,(none),selef801,Frank Selee,hanln101,Ned Hanlon,hughj105,Jay Hughes,nichk101,Kid Nichols,,(none),,(none),nichk101,Kid Nichols,hughj105,Jay Hughes,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,4,longh101,Herman Long,6,loweb101,Bobby Lowe,5,crolf101,Fred Crolius,9,barrs101,Shad Barry,7,kittm101,Malachi Kittridge,2,nichk101,Kid Nichols,1,davil101,Lefty Davis,7,keelw101,Willie Keeler,9,shecj101,Jimmy Sheckard,5,kellj106,Joe Kelley,3,mccrt101,Tom McCreery,8,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,mcgud101,Deacon McGuire,2,hughj105,Jay Hughes,1,,D
19010427,0,Sat,CIN,NL,4,CHN,NL,6,9,2,54,D,,,,CHI08,3900,105,311010102,200,39,14,1,2,1,8,2,-1,0,1,-1,2,1,-1,-1,0,6,1,2,0,0,0,27,13,1,0,1,0,31,6,0,0,0,2,0,-1,0,1,-1,8,0,-1,-1,0,3,1,7,0,0,0,27,14,3,0,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,loftt101,Tom Loftus,hahnn101,Noodles Hahn,taylj101,Jack Taylor,,(none),,(none),hahnn101,Noodles Hahn,taylj101,Jack Taylor,dobbj101,John Dobbs,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,magog101,George Magoon,4,irwic101,Charlie Irwin,5,corct101,Tommy Corcoran,6,peith101,Heinie Peitz,2,hahnn101,Noodles Hahn,1,chilc101,Cupid Childs,4,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,doylj103,Jack Doyle,3,delaj103,Jim Delahanty,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,taylj101,Jack Taylor,1,,D
19010427,0,Sat,NY1,NL,3,PHI,NL,6,1,5,51,D,,,,PHI09,2700,100,10000,00110030x,35,12,3,0,0,1,0,-1,1,1,-1,6,0,-1,-1,0,9,1,0,0,1,0,24,13,4,3,0,0,33,8,0,0,0,1,1,-1,0,1,-1,1,3,-1,-1,0,6,1,1,0,0,0,27,16,2,0,2,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),davig102,George Davis,shetb801,Bill Shettsline,whitd104,Doc White,tayld102,Dummy Taylor,,(none),,(none),tayld102,Dummy Taylor,whitd104,Doc White,vanhg101,George Van Haltren,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,murpd106,Danny Murphy,4,bowef102,Frank Bowerman,2,tayld102,Dummy Taylor,1,thomr101,Roy Thomas,8,slagj102,Jimmy Slagle,7,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,dougk101,Klondike Douglass,2,wolvh101,Harry Wolverton,5,dolaj101,Joe Dolan,4,crosm101,Monte Cross,6,whitd104,Doc White,1,,D
19010427,0,Sat,SLN,NL,6,PIT,NL,4,7,2,54,D,,,,PIT05,10000,115,10020112,200000,39,12,8,2,0,5,2,-1,0,3,-1,4,1,-1,-1,0,10,1,2,0,0,0,27,13,1,1,1,0,37,11,1,0,0,2,1,-1,0,1,-1,3,3,-1,-1,0,10,1,6,0,0,0,27,12,2,1,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,clarf101,Fred Clarke,powej105,Jack Powell,tannj101,Jesse Tannehill,,(none),,(none),powej105,Jack Powell,tannj101,Jesse Tannehill,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,paddd102,Dick Padden,4,krueo101,Otto Krueger,5,ryanj103,Jack Ryan,2,powej105,Jack Powell,1,clarf101,Fred Clarke,7,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,leact101,Tommy Leach,5,ely-b101,Bones Ely,6,zimmc101,Chief Zimmer,2,tannj101,Jesse Tannehill,1,,D
19010428,0,Sun,CLE,AL,4,CHA,AL,4,1,13,51,D,,,,CHI09,15000,105,100,03321004x,35,7,0,0,0,1,0,-1,0,1,-1,2,0,-1,-1,0,8,1,5,0,2,0,24,15,1,0,2,0,43,23,0,0,0,12,1,-1,1,6,-1,0,1,-1,-1,0,14,1,1,0,0,0,27,16,3,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,grifc101,Clark Griffith,grifc101,Clark Griffith,bakeb102,Bock Baker,,(none),,(none),bakeb102,Bock Baker,grifc101,Clark Griffith,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,hallb101,Bill Hallman,6,woodb101,Bob Wood,2,bakeb102,Bock Baker,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,7,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,braid101,Dave Brain,4,sullb102,Billy Sullivan,2,grifc101,Clark Griffith,1,,D
19010428,0,Sun,MLA,AL,4,DET,AL,4,11,12,52,D,,,,DET03,9000,145,211100600,140034,41,16,7,0,1,10,4,-1,0,2,-1,1,0,-1,-1,0,9,1,8,0,0,0,25,12,4,0,1,0,41,15,4,0,0,11,1,-1,1,4,-1,8,0,-1,-1,0,10,3,7,0,0,0,27,15,4,1,0,0,sherj901,Jack Sheridan,manna901,Al Mannassau,,(none),,(none),,(none),,(none),duffh101,Hugh Duffy,stalg101,George Stallings,cronj102,Jack Cronin,dowlp101,Pete Dowling,,(none),,(none),dowlp101,Pete Dowling,sieve101,Ed Siever,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,dowlp101,Pete Dowling,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,lochh101,Harry Lochhead,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,sieve101,Ed Siever,1,,D
19010428,0,Sun,CIN,NL,5,CHN,NL,7,6,4,54,D,,,,CHI08,7500,110,1004010,2000020,36,11,1,1,0,6,1,-1,0,3,-1,2,1,-1,-1,0,7,1,3,0,0,0,26,18,1,0,0,0,32,10,0,0,0,3,2,-1,1,2,-1,3,0,-1,-1,0,7,1,5,0,0,0,27,21,1,0,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,loftt101,Tom Loftus,philb101,Bill Phillips,cunnb103,Bert Cunningham,,(none),,(none),philb101,Bill Phillips,cunnb103,Bert Cunningham,dobbj101,John Dobbs,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,magog101,George Magoon,4,irwic101,Charlie Irwin,5,corct101,Tommy Corcoran,6,peith101,Heinie Peitz,2,philb101,Bill Phillips,1,chilc101,Cupid Childs,4,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,doylj103,Jack Doyle,3,delaj103,Jim Delahanty,5,mccob104,Barry McCormick,6,chanf101,Frank Chance,2,cunnb103,Bert Cunningham,1,,D
19010429,0,Mon,DET,AL,5,CHA,AL,5,3,2,54,D,,,,CHI09,1800,110,3000,100000010,34,5,1,1,2,3,0,-1,0,1,-1,6,0,-1,-1,0,5,1,1,0,0,0,27,20,2,0,2,0,32,8,0,0,1,1,0,-1,2,4,-1,0,4,-1,-1,0,9,1,3,0,0,0,27,5,2,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),stalg101,George Stallings,grifc101,Clark Griffith,owenf102,Frank Owen,pattr101,Roy Patterson,,(none),,(none),owenf102,Frank Owen,pattr101,Roy Patterson,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,owenf102,Frank Owen,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,7,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,braid101,Dave Brain,4,sullb102,Billy Sullivan,2,pattr101,Roy Patterson,1,,D
19010429,0,Mon,MLA,AL,5,CLE,AL,5,3,4,51,D,,,,CLE05,8000,107,11100000,00010003x,34,8,1,0,0,3,2,-1,0,1,-1,-1,1,-1,-1,0,7,1,4,0,0,0,24,8,3,0,2,0,33,9,2,1,0,4,0,-1,1,0,-1,3,2,-1,-1,0,6,1,0,0,0,0,27,14,5,0,0,0,manna901,Al Mannassau,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),duffh101,Hugh Duffy,mcalj102,Jimmy McAleer,hoffb102,Bill Hoffer,hawlp101,Pink Hawley,,(none),,(none),hawlp101,Pink Hawley,hoffb102,Bill Hoffer,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,hawlp101,Pink Hawley,1,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,hallb101,Bill Hallman,6,yeagg101,George Yeager,2,hoffb102,Bill Hoffer,1,,D
19010429,0,Mon,BOS,AL,3,PHA,AL,3,5,8,51,D,,,,PHI10,3121,120,120100010,02100320x,38,13,2,2,0,4,0,-1,0,2,-1,4,2,-1,-1,0,8,1,4,0,0,0,24,13,3,0,0,0,37,13,1,5,0,5,0,-1,0,0,-1,0,1,-1,-1,0,5,1,3,0,0,0,27,18,3,0,1,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,mackc101,Connie Mack,bernb101,Bill Bernhard,cuppn101,Nig Cuppy,,(none),,(none),cuppn101,Nig Cuppy,bernb101,Bill Bernhard,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,cuppn101,Nig Cuppy,1,haydj101,Jack Hayden,9,geiep101,Phil Geier,8,fultd101,Dave Fultz,6,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,ketcf101,Fred Ketchum,7,powem102,Doc Powers,2,bernb101,Bill Bernhard,1,,D
19010429,0,Mon,BLA,AL,3,WS1,AL,3,2,5,51,D,,,,WAS07,10000,110,100001000,01001120x,35,6,2,0,0,1,0,-1,0,0,-1,7,3,-1,-1,0,6,1,5,0,0,0,24,16,3,0,0,0,34,9,2,0,0,5,1,-1,1,1,-1,3,3,-1,-1,0,8,1,1,0,0,0,27,12,3,0,0,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,mannj102,Jim Manning,carrb102,Bill Carrick,mcgij101,Joe McGinnity,,(none),,(none),mcgij101,Joe McGinnity,carrb102,Bill Carrick,mcgrj101,John McGraw,5,donlm101,Mike Donlin,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,mcgij101,Joe McGinnity,1,farrj103,John Farrell,8,everb101,Bill Everitt,3,obrij103,Jack O'Brien,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,clarb103,Boileryard Clarke,2,carrb102,Bill Carrick,1,,D
19010429,0,Mon,BSN,NL,5,BRO,NL,6,12,8,60,D,,,,NYC12,3100,146,22100034,1220300000,42,8,2,1,0,10,0,-1,2,5,-1,1,3,-1,-1,0,7,1,4,0,2,0,30,17,8,0,1,0,43,10,2,0,0,3,1,-1,0,3,-1,5,2,-1,-1,0,9,2,4,0,0,0,30,17,7,0,0,0,colgh901,Harry Colgan,,(none),,(none),,(none),,(none),,(none),selef801,Frank Selee,hanln101,Ned Hanlon,dinnb101,Bill Dinneen,kitsf101,Frank Kitson,,(none),,(none),dinnb101,Bill Dinneen,mccag101,Gene McCann,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,loweb101,Bobby Lowe,4,crolf101,Fred Crolius,9,barrs101,Shad Barry,7,kittm101,Malachi Kittridge,2,dinnb101,Bill Dinneen,1,davil101,Lefty Davis,7,keelw101,Willie Keeler,9,shecj101,Jimmy Sheckard,5,kellj106,Joe Kelley,3,mccrt101,Tom McCreery,8,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,mcgud101,Deacon McGuire,2,mccag101,Gene McCann,1,,D
19010429,0,Mon,CIN,NL,6,CHN,NL,8,6,9,51,D,,,,CHI08,700,95,33,00006030x,40,11,1,0,0,5,0,-1,0,2,-1,7,0,-1,-1,0,9,1,6,0,1,0,24,14,2,0,3,0,27,7,2,0,0,6,1,-1,0,8,-1,0,3,-1,-1,0,3,1,3,0,0,0,27,10,3,0,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,loftt101,Tom Loftus,hught103,Tom Hughes,mcfab101,Barney McFadden,,(none),,(none),mcfab101,Barney McFadden,hught103,Tom Hughes,dobbj101,John Dobbs,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,magog101,George Magoon,4,irwic101,Charlie Irwin,5,corct101,Tommy Corcoran,6,peith101,Heinie Peitz,2,mcfab101,Barney McFadden,1,chilc101,Cupid Childs,4,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,doylj103,Jack Doyle,3,delaj103,Jim Delahanty,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,hught103,Tom Hughes,1,,D
19010429,0,Mon,NY1,NL,4,PHI,NL,7,13,14,51,D,,,,PHI09,1309,105,320241100,20253002x,42,15,0,0,1,10,0,-1,2,7,-1,2,0,-1,-1,0,11,2,12,0,0,0,24,11,3,0,0,0,40,17,5,2,0,12,1,-1,0,4,-1,3,2,-1,-1,0,7,2,8,0,0,0,27,14,8,2,2,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),davig102,George Davis,shetb801,Bill Shettsline,duggb101,Bill Duggleby,dohee101,Ed Doheny,,(none),,(none),fishc103,Chauncey Fisher,dunnj102,Jack Dunn,vanhg101,George Van Haltren,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,murpd106,Danny Murphy,4,bowef102,Frank Bowerman,2,fishc103,Chauncey Fisher,1,thomr101,Roy Thomas,8,slagj102,Jimmy Slagle,7,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,jackf101,Fred Jacklitsch,2,wolvh101,Harry Wolverton,5,dolaj101,Joe Dolan,4,crosm101,Monte Cross,6,dunnj102,Jack Dunn,1,,D
19010429,0,Mon,SLN,NL,7,PIT,NL,5,12,14,51,D,,,,PIT05,4000,120,2100018,30208001x,45,16,2,2,0,10,1,-1,0,1,-1,6,1,-1,-1,0,8,2,2,0,0,0,24,17,3,1,1,0,34,14,4,1,0,9,3,-1,0,5,-1,2,3,-1,-1,0,4,1,5,0,0,0,27,16,7,1,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,clarf101,Fred Clarke,leevs101,Sam Leever,breit101,Theodore Breitenstein,,(none),,(none),breit101,Theodore Breitenstein,leevs101,Sam Leever,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,paddd102,Dick Padden,4,krueo101,Otto Krueger,5,schrp101,Pop Schriver,2,breit101,Theodore Breitenstein,1,clarf101,Fred Clarke,7,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,leact101,Tommy Leach,5,ely-b101,Bones Ely,6,oconj104,Jack O'Connor,2,leevs101,Sam Leever,1,,D
19010430,0,Tue,DET,AL,6,CHA,AL,6,2,4,51,D,,,,CHI09,2000,110,20000,30010000x,34,6,0,0,0,0,1,-1,1,3,-1,7,0,-1,-1,0,10,1,2,0,0,0,24,15,2,0,1,0,30,9,0,0,1,2,0,-1,0,3,-1,1,2,-1,-1,0,5,1,0,0,1,0,27,13,3,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),stalg101,George Stallings,grifc101,Clark Griffith,skopj101,John Skopec,cronj102,Jack Cronin,,(none),,(none),cronj102,Jack Cronin,skopj101,John Skopec,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,cronj102,Jack Cronin,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,skopj101,John Skopec,1,,D
19010430,0,Tue,MLA,AL,6,CLE,AL,6,8,6,54,D,,,,CLE05,1655,118,201014000,320001,35,9,2,1,0,8,2,-1,3,2,-1,0,1,-1,-1,0,7,2,5,0,0,0,27,5,1,0,0,0,41,16,2,0,0,5,2,-1,0,2,-1,5,1,-1,-1,0,12,1,7,0,0,0,27,11,1,0,0,0,manna901,Al Mannassau,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),duffh101,Hugh Duffy,mcalj102,Jimmy McAleer,garvn101,Ned Garvin,scote102,Ed Scott,dowlp101,Pete Dowling,,(none),garvn101,Ned Garvin,scote102,Ed Scott,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,garvn101,Ned Garvin,1,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,shayd101,Danny Shay,6,yeagg101,George Yeager,2,scote102,Ed Scott,1,,D
19010430,0,Tue,BOS,AL,4,PHA,AL,4,8,6,60,D,,,,PHI10,2998,140,110011022,150000000,44,15,3,0,1,7,0,-1,0,5,-1,0,2,-1,-1,0,11,1,3,0,0,0,30,17,3,0,0,0,40,13,3,1,1,6,0,-1,0,1,-1,4,0,-1,-1,0,5,1,7,0,0,0,30,11,2,0,0,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,mackc101,Connie Mack,younc102,Cy Young,millb113,Billy Milligan,,(none),,(none),younc102,Cy Young,millb113,Billy Milligan,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,younc102,Cy Young,1,haydj101,Jack Hayden,9,geiep101,Phil Geier,8,fultd101,Dave Fultz,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,lochh101,Harry Lochhead,6,powem102,Doc Powers,2,millb113,Billy Milligan,1,,D
19010430,0,Tue,BLA,AL,4,WS1,AL,4,6,12,51,D,,,,WAS07,8000,120,200120010,23321001x,40,11,1,0,1,3,0,-1,0,2,-1,0,1,-1,-1,0,9,3,6,0,2,0,24,8,7,1,1,0,31,6,0,1,0,10,0,-1,0,12,-1,1,2,-1,-1,0,7,1,3,0,0,0,27,17,6,0,1,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,mannj102,Jim Manning,lee-w101,Watty Lee,bresr102,Roger Bresnahan,,(none),,(none),bresr102,Roger Bresnahan,lee-w101,Watty Lee,mcgrj101,John McGraw,5,donlm101,Mike Donlin,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,latit101,Tacks Latimer,2,bresr102,Roger Bresnahan,1,farrj103,John Farrell,8,everb101,Bill Everitt,3,obrij103,Jack O'Brien,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,clarb103,Boileryard Clarke,2,lee-w101,Watty Lee,1,,D
